0.10, -0.171
0.15, -0.154
0.20, -0.134
0.30, -0.057
0.40,  0.052
0.50,  0.169
0.60,  0.279
0.70,  0.381
0.80,  0.473
0.90,  0.568
1.00,  0.656
1.10,  0.730
1.15,  0.754
1.20,  0.778
1.30,  0.811
1.40,  0.835
1.50,  0.856
1.70,  0.895
2.00,  0.940
2.40,  0.978
2.80,  0.986
3.20,  0.984
3.60,  0.985
4.00,  0.985
5.00,  0.983
6.00,  0.980
7.50,  0.980
8.20,  0.892
