1.10, 0.657
1.15, 0.696
1.20, 0.719
1.30, 0.760
1.40, 0.790
1.50, 0.818
1.70, 0.870
2.00, 0.926
2.40, 0.982
2.80, 1.003
3.20, 1.003
3.60, 1.000
4.00, 1.001
5.00, 1.001
6.00, 1.000
7.50, 1.001
8.20, 0.943
