0.10, -0.008
0.15, -0.017
0.20, -0.027
0.30, -0.035
0.40, -0.035
0.50, -0.035
0.60, -0.027
0.70, -0.005
0.80,  0.081
0.90,  0.292
1.00,  0.519
1.10,  0.704
1.15,  0.740
1.20,  0.762
1.30,  0.793
1.40,  0.827
1.50,  0.851
1.70,  0.891
2.00,  0.942
2.40,  0.990
2.80,  1.009
3.20,  1.003
3.60,  1.002
4.00,  1.000
5.00,  0.997
6.00,  0.994
7.50,  0.993
8.20,  0.919
