0.10, 0.147
0.15, 0.169
0.20, 0.188
0.30, 0.248
0.40, 0.306
0.50, 0.369
0.60, 0.435
0.70, 0.501
0.80, 0.569
0.90, 0.632
1.00, 0.686
1.10, 0.730
1.15, 0.747
1.20, 0.763
1.30, 0.794
1.40, 0.815
1.50, 0.834
1.70, 0.869
2.00, 0.915
2.40, 0.949
2.80, 0.954
3.20, 0.956
3.60, 0.959
4.00, 0.961
5.00, 0.963
6.00, 0.965
7.50, 0.969
8.20, 0.870
